ax,ay,az,ex,ey,ez,gx,gy,gz,qw,qx,qy,qz,mx,my,mz,BatteryPercent,SystemStatus,GyroStatus,AccelStatus,MagStatus,Timestamp,SequenceNum
0.850000,-3.500000,3.160000,0.000000,0.000000,0.000000,9.000000,-111.937500,-78.062500,0.000000,0.000000,0.000000,0.206604,0.660706,0.707703,0.141174,78.000000,1.000000,3.000000,3.000000,3.000000,1413.617000,139718.000000
0.890000,-3.830000,3.580000,0.000000,0.000000,0.000000,5.437500,-95.125000,-68.312500,0.000000,0.000000,0.000000,0.211304,0.658264,0.709595,0.136047,78.000000,1.000000,3.000000,3.000000,3.000000,1413.627000,139719.000000
0.340000,-3.690000,4.470000,0.000000,0.000000,0.000000,3.437500,-70.187500,-55.125000,0.000000,0.000000,0.000000,0.213806,0.656433,0.711121,0.132935,78.000000,1.000000,3.000000,3.000000,3.000000,1413.637000,139720.000000
0.170000,-3.860000,4.820000,0.000000,0.000000,0.000000,4.625000,-38.875000,-39.500000,0.000000,0.000000,0.000000,0.213806,0.656433,0.711121,0.132935,78.000000,0.000000,3.000000,3.000000,3.000000,1413.647000,139721.000000
0.330000,-4.140000,5.110000,0.000000,0.000000,0.000000,8.125000,-8.250000,-24.187500,0.000000,0.000000,0.000000,0.214111,0.655212,0.712402,0.131531,78.000000,0.000000,3.000000,3.000000,3.000000,1413.657000,139722.000000
0.620000,-4.930000,5.660000,0.000000,0.000000,0.000000,10.000000,15.187500,-12.937500,0.000000,0.000000,0.000000,0.210571,0.653992,0.714355,0.132812,78.000000,0.000000,3.000000,3.000000,3.000000,1413.667000,139723.000000
0.840000,-5.300000,5.880000,0.000000,0.000000,0.000000,6.312500,31.500000,-3.437500,0.000000,0.000000,0.000000,0.207947,0.653809,0.714783,0.135559,78.000000,0.000000,3.000000,3.000000,3.000000,1413.677000,139724.000000
0.830000,-5.400000,5.990000,0.000000,0.000000,0.000000,-2.187500,44.875000,5.562500,0.000000,0.000000,0.000000,0.204895,0.653687,0.714966,0.139587,78.000000,0.000000,3.000000,3.000000,3.000000,1413.687000,139725.000000
0.860000,-5.580000,5.950000,0.000000,0.000000,0.000000,-10.562500,57.937500,12.625000,0.000000,0.000000,0.000000,0.204895,0.653687,0.714966,0.139587,78.000000,0.000000,3.000000,3.000000,3.000000,1413.697000,139726.000000
1.170000,-5.200000,5.410000,0.000000,0.000000,0.000000,-15.812500,71.875000,16.250000,0.000000,0.000000,0.000000,0.201233,0.653564,0.715149,0.144775,78.000000,0.000000,3.000000,3.000000,3.000000,1413.707000,139727.000000
